"ID","Author_year","Latitude","Longitude","MAT","MAP","Climate_zone","Forest_type","Leaf_habit","Management_type","Sub_management","Time_since","Severity_level","Severity","Season","Residue","Repeat","Age","Regen","C_rep_n","T_rep_n","C_SR","T_SR","C_Rh","T_Rh","C_Ra","T_Ra","C_Ts","T_Ts","C_SM","T_SM","C_BD","T_BD","C_Clay","T_Clay","C_Silt","T_Silt","C_Sand","T_Sand","C_pH","T_pH","C_SOC","T_SOC","C_SON","T_SON","C_TC","T_TC","C_TN","T_TN","C_CN","T_CN","C_DOC","T_DOC","C_DON","T_DON","C_FRB","T_FRB","C_CRB","T_CRB","C_FRP","T_FRP","C_CRP","T_CRP","C_MBC","T_MBC","C_MBN","T_MBN","C_LAI","T_LAI","C_FF","T_FF","C_LF","T_LF","C_AGB","T_AGB","C_BGB","T_BGB","Wt","ln_SR","ln_Rh","ln_Ra","ln_Ts","ln_SM","ln_BD","ln_Clay","ln_Silt","ln_Sand","ln_pH","ln_SOC","ln_SON","ln_TC","ln_TN","ln_CN","ln_DOC","ln_DON","ln_FRB","ln_CRB","ln_FRP","ln_CRP","ln_MBC","ln_MBN","ln_LAI","ln_FF","ln_LF","ln_AGB","ln_BGB"
10,"Cheng et al. (2015)",36.52,112.02,8.6,657,"Temperate","Needleleaf","Evergreen","Thinning","NA",2,"Moderate","medium; 30% stem","Spring","N","N","19","NA",3,3,2.29,2.69,1.82,2.11,0.49,0.59,13.3,14.7,15.2,15.5,1.21,1.14,NA,NA,NA,NA,NA,NA,6.71,6.65,7.31,10.24,NA,NA,NA,NA,1.2,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.160989376047599,0.147851446399271,0.185717145795093,0.100083458556982,0.0195445960729703,-0.0595920972022457,NA,NA,NA,-0.00898209631582759,0.337058345849675,NA,NA,0.175352887477861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"Cheng et al. (2015)",36.52,112.02,8.6,657,"Temperate","Needleleaf","Evergreen","Thinning","NA",2,"Moderate","heavy; 40% stem","Spring","N","N","19","NA",3,3,2.29,2.79,1.82,2.24,0.49,0.55,13.3,15,15.2,14.8,1.21,1.09,NA,NA,NA,NA,NA,NA,6.71,6.67,7.31,10.86,NA,NA,NA,NA,1.2,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.197489778267126,0.207639364778245,0.115512887121844,0.120286165874502,-0.0266682470821612,-0.104442663367597,NA,NA,NA,-0.00597909105605807,0.395843040744102,NA,NA,0.20294084399669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"Coletta et al. (2017)",38.5,16.233,10.1,1880,"Mediterranean","Broadleaf","Deciduous","Thinning","NA",2,"Moderate","45% stem","NA","NA","N","75","NA",3,3,1.68,1.86,NA,NA,NA,NA,10.98,11.52,19.43,19.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.101782694309942,NA,NA,0.0480092191863604,-0.0181775973692084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"Coletta et al. (2017)",38.5,16.233,10.1,1880,"Mediterranean","Broadleaf","Deciduous","Thinning","NA",2,"High","severe","NA","NA","N","75","NA",3,3,1.68,2.09,NA,NA,NA,NA,10.98,11.33,19.43,20.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.218370272561552,NA,NA,0.0313786389585304,0.0700559534958175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"Concilio et al. (2005)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Prescribed burn","NA",2,"NA","NA","NA","NA","N","NA","NA",1,1,4.49,5.09,NA,NA,NA,NA,13.74,16.9,12.17,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.9,NA,NA,NA,NA,NA,NA,0.5,0.125425128808268,NA,NA,0.207002335134824,0.0347229069579964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67397643357167,NA,NA,NA
12,"Concilio et al. (2005)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Prescribed burn","NA",2,"NA","NA","NA","NA","N","NA","NA",1,1,3.2,5.2,NA,NA,NA,NA,16.02,22.68,11.71,11.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,0.5,0.485507815781701,NA,NA,0.347645537219338,0.00934983436832619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
12,"Concilio et al. (2005)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Prescribed burn","NA",2,"NA","NA","NA","NA","N","NA","NA",1,1,2.61,2.81,NA,NA,NA,NA,17.66,22.32,12.16,10.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.1,NA,NA,NA,NA,NA,NA,0.5,0.0738342620110523,NA,NA,0.234180942337296,-0.178709666477552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.04452243772342,NA,NA,NA
12,"Concilio et al. (2005)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Thinning","NA",2,"NA","NA","NA","NA","N","NA","NA",1,4,4.49,5.09,NA,NA,NA,NA,13.74,17.83,12.17,16.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,3.7,NA,NA,NA,NA,NA,NA,0.8,0.125425128808268,NA,NA,0.260571145080846,0.294029999982938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.260283098263666,NA,NA,NA
12,"Concilio et al. (2005)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Thinning","NA",2,"NA","NA","NA","NA","N","NA","NA",1,4,3.2,5.23,NA,NA,NA,NA,16.02,19.01,11.71,14.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,3.4,NA,NA,NA,NA,NA,NA,0.8,0.491260468271151,NA,NA,0.171127214860125,0.207479232401805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58045037556085,NA,NA,NA
12,"Concilio et al. (2005)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Thinning","NA",2,"NA","NA","NA","NA","N","NA","NA",1,4,2.61,2.81,NA,NA,NA,NA,17.66,20.4,12.16,12.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.1,NA,NA,NA,NA,NA,NA,0.8,0.0738342620110523,NA,NA,0.144232705674357,0.0450236813739551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.04452243772342,NA,NA,NA
12,"Concilio et al. (2005)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Thinning","Prescribed burn",2,"NA","NA","NA","NA","N","NA","NA",1,4,4.49,3.55,NA,NA,NA,NA,13.74,19.91,12.17,12.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.7,NA,NA,NA,NA,NA,NA,0.8,-0.234905098266839,NA,NA,0.370910831281902,0.0179157886416152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.92529086185258,NA,NA,NA
12,"Concilio et al. (2005)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Thinning","Prescribed burn",2,"NA","NA","NA","NA","N","NA","NA",1,4,3.2,3.36,NA,NA,NA,NA,16.02,20.34,11.71,13.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.6,NA,NA,NA,NA,NA,NA,0.8,0.0487901641694318,NA,NA,0.238751448980201,0.109110946238659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.826678573184468,NA,NA,NA
12,"Concilio et al. (2005)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Thinning","Prescribed burn",2,"NA","NA","NA","NA","N","NA","NA",1,4,2.61,2.07,NA,NA,NA,NA,17.66,21.84,12.16,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.5,NA,NA,NA,NA,NA,NA,0.8,-0.231801614057324,NA,NA,0.21244095570089,-0.00494642393532557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43508452528932,NA,NA,NA
12,"Concilio et al. (2005)",37.1,-119.2,13.3,1120,"Mediterranean","Broadleaf","Deciduous","Thinning","NA",6.5,"NA","NA","NA","NA","N","90","NA",3,3,4.25,4.84,NA,NA,NA,NA,19.6,21.2,14.23,14.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86,2.64,NA,NA,NA,NA,NA,NA,1.5,0.129995737792215,NA,NA,0.0784716154414951,0.0338547011989692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0800427076735364,NA,NA,NA
12,"Concilio et al. (2005)",37.1,-119.2,13.3,1120,"Mediterranean","Broadleaf","Deciduous","Clearcut","NA",6.5,"NA","NA","NA","NA","N","90","NA",3,3,4.25,4.68,NA,NA,NA,NA,19.6,19.4,14.23,17.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86,2.48,NA,NA,NA,NA,NA,NA,1.5,0.0963791269932298,NA,NA,-0.0102565001671892,0.202266559322596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14256306465487,NA,NA,NA
13,"Concilio et al. (2006)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Prescribed burn","NA",1,"NA","NA","Fall","NA","N","NA","NA",3,3,0.435,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34,4.97,4.02,4.8,0.16,0.2,NA,NA,NA,NA,25.8,24.26,NA,NA,NA,NA,1.08,0.8,0.45,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76,1.07,NA,NA,NA,NA,NA,NA,1.5,0.0227282510775561,NA,NA,NA,NA,NA,NA,NA,NA,-0.0718058128635662,0.177334015282916,0.22314355131421,NA,NA,-0.0615455884116676,NA,NA,-0.300104592450338,-0.862223510603879,NA,NA,NA,NA,NA,-2.10253725647449,NA,NA,NA
13,"Concilio et al. (2006)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Prescribed burn","NA",2,"NA","NA","Fall","NA","N","NA","NA",3,3,0.519,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,-0.0214224355874067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"Concilio et al. (2006)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Prescribed burn","NA",3,"NA","NA","Fall","NA","N","NA","NA",3,3,0.372,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,-0.0870113769896297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"Concilio et al. (2006)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Thinning","Prescribed burn",1,"NA","NA","Fall","N","N","NA","NA",3,3,0.533,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,5.39,4.3,4.05,0.18,0.19,NA,NA,NA,NA,23.97,21.22,NA,NA,NA,NA,0.6,0.53,0.16,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,2.39,NA,NA,NA,NA,NA,NA,1.5,-0.980204057617808,NA,NA,NA,NA,NA,NA,NA,NA,-0.0256424306133378,-0.059898141581069,0.0540672212702758,NA,NA,-0.121858915260456,NA,NA,-0.124052648669979,-0.287682072451781,NA,NA,NA,NA,NA,-1.1301866342667,NA,NA,NA
13,"Concilio et al. (2006)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Thinning","Prescribed burn",2,"NA","NA","Fall","N","N","NA","NA",3,3,0.284,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,-0.189388724017047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"Concilio et al. (2006)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Thinning","Prescribed burn",3,"NA","NA","Fall","N","N","NA","NA",3,3,0.17,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,-0.118518600235337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"Concilio et al. (2006)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Thinning","Prescribed burn",1,"NA","NA","Fall","N","N","NA","NA",3,3,0.6,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.74,5.34,3.98,4.37,0.16,0.2,NA,NA,NA,NA,24.73,22.84,NA,NA,NA,NA,1.14,0.57,0.29,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56,1.69,NA,NA,NA,NA,NA,NA,1.5,-0.2484613592985,NA,NA,NA,NA,NA,NA,NA,NA,-0.0722335573593717,0.0934811898111525,0.22314355131421,NA,NA,-0.0795036967455153,NA,NA,-0.693147180559945,-0.109199291964992,NA,NA,NA,NA,NA,-1.83234474934313,NA,NA,NA
13,"Concilio et al. (2006)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Thinning","Prescribed burn",2,"NA","NA","Fall","N","N","NA","NA",3,3,0.705,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,-0.566733255704287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"Concilio et al. (2006)",36.966667,-119.033333,12.3,1250,"Mediterranean","Needleleaf","Evergreen","Thinning","Prescribed burn",3,"NA","NA","Fall","N","N","NA","NA",3,3,0.563,0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,-0.483954848192831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"Dannenmann et al. (2007)",47.98,8.75,6.6,856,"Temperate","Broadleaf","Deciduous","Thinning","NA",4,"High","60% BA","NA","NA","N","75","NA",2,2,34.43,24.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5,37.4,52.3,61.8,2.2,0.8,5.6,5.7,46,43,NA,NA,NA,NA,NA,NA,31.3,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,1.07,NA,NA,NA,NA,NA,NA,1,-0.343116392080783,NA,NA,NA,NA,NA,-0.196041621536419,0.166906993392768,-1.01160091167848,0.0176995770994011,-0.0674412807955325,NA,NA,NA,-0.0797765024277212,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.225010965489005,NA,NA,NA
14,"Dannenmann et al. (2007)",47.98,8.75,6.6,856,"Temperate","Broadleaf","Deciduous","Thinning","NA",6,"High","60% BA","NA","NA","N","75","NA",2,2,40.5,45.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.109131175554019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"Dannenmann et al. (2007)",47.98,8.75,6.6,856,"Temperate","Broadleaf","Deciduous","Thinning","NA",4,"High","60% BA","NA","NA","N","75","NA",2,2,24.97,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,42.8,53.1,54.7,2.1,2.5,5.6,6,43.5,41.3,NA,NA,NA,NA,NA,NA,26.7,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,1.02,NA,NA,NA,NA,NA,NA,1,-0.104159795081307,NA,NA,NA,NA,NA,-0.0456700368331883,0.0296867811800425,0.174353387144778,0.0689928714869514,-0.0518984381276514,NA,NA,NA,-0.189085956882497,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.295008112543854,NA,NA,NA
14,"Dannenmann et al. (2007)",47.98,8.75,6.6,856,"Temperate","Broadleaf","Deciduous","Thinning","NA",6,"High","60% BA","NA","NA","N","75","NA",2,2,45.77,43.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0410313966778626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"Dannenmann et al. (2007)",47.98,8.75,6.6,856,"Temperate","Broadleaf","Deciduous","Thinning","NA",1,"High","60% BA","NA","NA","N","75","NA",1,1,37.57,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.6,57.9,46.4,40.7,2,1.4,5.7,5.7,55,36.9,NA,NA,NA,NA,NA,NA,24.8,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,1.39,NA,NA,NA,NA,NA,NA,0.5,-0.0207080144109923,NA,NA,NA,NA,NA,0.115195712091433,-0.13107136678366,-0.356674943938732,0,-0.399121634185989,NA,NA,NA,-0.0244910200082959,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0828059036842327,NA,NA,NA
15,"Darenova et al. (2016)",49.25,16.6,7.5,555,"Mediterranean","Broadleaf","Deciduous","Thinning","NA",5,"High","77% reduction","NA","NA","N","76","NA",1,4,4.63,4.99,NA,NA,NA,NA,22.55,23.39,16.15,21.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.0748790416652846,NA,NA,0.0365735146474004,0.265455457037164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Darenova et al. (2016)",49.25,16.6,7.5,555,"Mediterranean","Broadleaf","Deciduous","Thinning","NA",6,"High","77% reduction","NA","NA","N","77","NA",1,4,3.75,3.9,NA,NA,NA,NA,16.52,15.49,16.59,24.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.0392207131532813,NA,NA,-0.0643771136640547,0.383320983357028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Darenova et al. (2016)",49.25,16.6,7.5,555,"Mediterranean","Broadleaf","Deciduous","Thinning","NA",5,"High","80% reduction","NA","NA","N","76","NA",1,4,4.63,4.66,NA,NA,NA,NA,22.55,22.8,16.15,19.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.00645858003941195,NA,NA,0.0110254700117076,0.17662943275761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Darenova et al. (2016)",49.25,16.6,7.5,555,"Mediterranean","Broadleaf","Deciduous","Thinning","NA",6,"High","80% reduction","NA","NA","N","77","NA",1,4,3.75,3.99,NA,NA,NA,NA,16.52,15.67,16.59,23.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.0620353909194527,NA,NA,-0.0528237117249025,0.342653044348413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Darenova et al. (2016)",49.25,16.6,7.5,555,"Mediterranean","Broadleaf","Deciduous","Thinning","NA",5,"High","86% reduction","NA","NA","N","76","NA",1,4,4.63,4.81,NA,NA,NA,NA,22.55,25.41,16.15,18.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.0381402160195271,NA,NA,0.119407731383385,0.160938734278257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Darenova et al. (2016)",49.25,16.6,7.5,555,"Mediterranean","Broadleaf","Deciduous","Thinning","NA",6,"High","86% reduction","NA","NA","N","77","NA",1,4,3.75,4.1,NA,NA,NA,NA,16.52,16.49,16.59,21.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.0892311337279426,NA,NA,-0.00181763152132455,0.276772873351427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
